Source,StartDate,EndDate,Duration (in seconds),RecordedDate,Which of the following roles describes you the best?,Which of the following roles describes you the best? - Others? Please specify.,How many years of professional experience of Java development do you have? (optional),Have you ever submitted refactoring contributions to a software project?,Have you ever reviewed refactoring contributions submitted by others?,"Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - change software behavior / original design","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - introduce bugs / breaks APIs / break compatibility","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - violate requirements / domain / design assumptions","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - degrade performance / memory usage","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - lower readability","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - increase complexity","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - do not adhere to coding style / convention, or contain poor variable naming","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - need additional functional/non-functional testing","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - should contain more changes / do not fully address the code quality issue","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - by automated refactoring are not considered valuable","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - have limited value or unclear goals","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - bring potential risks which overweigh their value","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - do not generalize to the whole system","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - do not improve the performance","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - are not in the community interest","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - conflict with planned code changes","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - are non-optimal design solution","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - contain problematic exception handling","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - lead to disagreement on third-party component adoption","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - lead to disagreement on exposed interfaces","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - lead to disagreement on type / accessibility of variables","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - contain problematic / inadequate design patterns","Based on your experience (as contributor or reviewer), please express your agreement level to the following statements. Refactoring contributors are often rejected because the code contributions... - contain unsuitable responsibility distribution among classes or modules","Please specify other reasons you have encountered (as contributor or reviewer) for the rejection of refactoring-related contributions, if not mentioned above. (optional)",What are the most important characteristics of accepted refactoring-related contributions?
OSS,8/11/20 13:24,8/11/20 13:29,330,8/11/20 13:29,Developer,,< 3,Yes,No,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,,,,,,Neutral,Neutral,Agree,,,,,Agree,Agree,,
OSS,8/11/20 19:00,8/11/20 19:23,1395,8/11/20 19:23,Developer,,< 3,Yes,No,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,,,Disagree,,Agree,Neutral,Neutral,Agree,Agree,Neutral,,Neutral,,
OSS,8/12/20 2:19,8/12/20 2:22,178,8/12/20 2:22,Developer,,< 3,Yes,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,,
OSS,8/12/20 5:09,8/12/20 5:18,519,8/12/20 5:18,Developer,,>10 years,Yes,No,,,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,,Agree,Strongly Agree,Agree,Disagree,Agree,,Agree,Disagree,,Agree,Agree,Agree,,I have twice made refactoring pull requests where the reviewer was also a core developer for the code being refactored. Both times the requests met resistance that could be attributed to the reviewer being unwilling to accept that the original design had major flaws. It would have been better if a person without investment in that part of the code had acted as an independent mediator.,"That they don't break anything. This does not mean that breaking refactors are inherently a bad thing, just that they have a lower chance of being accepted."
OSS,8/12/20 5:24,8/12/20 5:31,469,8/12/20 5:31,Developer,,3-5 years,Yes,No,,Agree,,,,,,Agree,,,,Strongly Agree,Agree,,,,,Agree,,,,,,,
OSS,8/12/20 10:03,8/12/20 10:06,186,8/12/20 10:06,Developer,,< 3,Yes,No,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,,
OSS,8/12/20 13:02,8/12/20 13:09,389,8/12/20 13:09,Sotware Architect,,6-10 years,Yes,No,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,The benefits aren't understood / the value underestimated.," Easy to understand
- not too big impact on existing structure and interfaces"
OSS,8/13/20 0:30,8/13/20 0:33,212,8/13/20 0:33,Others? Please specify.,Developer and Research,< 3,Yes,No,,Agree,,Neutral,Agree,,,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,,
OSS,8/13/20 8:08,8/13/20 8:31,1402,8/13/20 8:31,Developer,,< 3,Yes,No,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,,
OSS,8/14/20 12:10,8/14/20 12:12,149,8/14/20 12:12,Others? Please specify.,Devops engineer,3-5 years,Yes,No,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,
